tweet_id,tweet_url,tweet_date,tweet_language,reply_count,retweet_count,like_count,quote_count,view_count,user_id,user_username,user_display_name,user_profile_url,user_description,user_created_at,user_followers_count,user_friends_count,user_statuses_count,user_favourites_count,user_media_count,user_location,user_verified,user_blue_check_type,quoted_tweet_id,quoted_tweet_url,quoted_tweet_date,quoted_tweet_content,quoted_tweet_like_count,quoted_tweet_retweet_count,quoted_tweet_language,tweet
1855332449120555151,https://x.com/LePontdesidees/status/1855332449120555151,2024-11-09 19:31:40,fr,0,0,0,0,57,1447875497816436736,LePontdesidees,Le Pont,https://x.com/LePontdesidees,"Redonner du sens à l'actualité et rebâtir un modèle français démocratique, républicain et de croissance durable. En partenariat avec @Passages_ADAPes et @LCP.",2021-10-12 10:43:59,460,693,2776,262,68,Paris,False,,,,,,,,,"Reculer c’est renoncer..  le gouvernement de Michel Barnier  impose contre l’islamogauchisme et ses proxis LFI le match France Israël au stade de https://t.co/C8F4OTnoOH reste 60000 places à occuper,jeunesses de France ne ratez pas ce rendez vous de la résistance à la barbarie.Mobilisez vous contre le fascisme de l’islamogauchisme!"
1855305437878370444,https://x.com/Marimadma/status/1855305437878370444,2024-11-09 17:44:20,fr,0,0,0,0,20,1699656134984908800,Marimadma,Marie D,https://x.com/Marimadma,Cheffe d’entreprise retraitée. Formation ingénieur INSSI.                            Fille d’un père ayant officié aux RG et petite-fille de résistant.,2023-09-07 05:30:01,225,322,20071,5028,4178,,False,,,,,,,,,"Macron lâche 3 milliards à Zelensky le jour où le gouvernement Barnier demande aux Français 60 milliards d’économies

«Ce sera un budget difficile, sérieux et responsable», a promis le pion de Bruxelles Michel Barnier lors de la présentation du Projet de loi finances 2025. https://t.co/cKascpUTQY"
1855261378434511175,https://x.com/BelleEmmerdeuse/status/1855261378434511175,2024-11-09 14:49:16,fr,0,0,0,0,17,1822265498412732416,BelleEmmerdeuse,La Belle Emmerdeuse,https://x.com/BelleEmmerdeuse,"Vivre au jour le jour,
Je suis la LUMIÈRE,
J'aime la VIE...",2024-08-10 13:36:22,33,65,3543,2342,956,,False,,,,,,,,,"Un majordome de Michel Barnier a été interpellé avec 51g de cocaïne sur lui. Mauvais timing, le gouvernement a présenté son plan de lutte contre le narcotrafic ce midi. https://t.co/saxHL6ccQM"
1855259343647617498,https://x.com/FPRA_/status/1855259343647617498,2024-11-09 14:41:11,fr,0,0,2,0,40,1450877600981831686,FPRA_,LIBERTÉ !,https://x.com/FPRA_,"Colonel (er) de Gendarmerie.

La France doit retrouver son indépendance et la maîtrise de son destin actuellement confisquées par la finance mondialiste. FREXIT",2021-10-20 17:33:21,3121,4315,5775,519,742,France,False,,,,,,,,,"@MichelBarnier #UE #FRANCE #GOUVERNEMENT #DESTITUTION #TRUMP #LR #UDR #RN #NFP

Comment,
#Michel_Barnier pouvez-vous demander aux #Français (au nom d'un #DeGaulle que vous avez bien oublié)
de s'unir alors que vous servez un #Macron qui ne fait que nous #diviser pour nous #détruire et #régner ?"
1855210530249592883,https://x.com/nraednioa/status/1855210530249592883,2024-11-09 11:27:13,fr,0,0,1,0,34,1520012083609415681,nraednioa,Nadia 🇨🇵,https://x.com/nraednioa,il ne faut  pas sécuriser l' enfer mais se débarrasser des démons.,2022-04-29 12:08:56,2047,1500,267907,246658,22671,France,False,,,,,,,,,"@Ph_Schreck 🇫🇷INFO - Au moment où le gouvernement minoritaire de Michel Barnier détaillait à Marseille son plan de lutte contre le narcotrafic, un majordome de #Matignon était en GAV à Paris pour avoir acheté plus de 50 grammes de #cocaïne, révèle Le Parisien…"
1855204204111188137,https://x.com/Sergio072132/status/1855204204111188137,2024-11-09 11:02:04,fr,0,0,0,0,5,1664290527800434691,Sergio072132,🇫🇷🇪🇺Sergio (El Gato)💛💙🎗️,https://x.com/Sergio072132,Ma petite entreprise... Pas touche les animaux. Halte aux malpolis 😎. RN LFI Différemment les mêmes 😓,2023-06-01 15:20:38,232,503,3795,8769,278,Au pays de la chocolatine ,False,,,,,,,,,"@Arlette09976941 Le gouvernement est à Michel Barnier il ""s'était"" temps de le saver 😬"
1855190743373025324,https://x.com/Irnafrench/status/1855190743373025324,2024-11-09 10:08:35,fr,0,2,2,0,125,875961520345231360,Irnafrench,IRNA Français,https://x.com/Irnafrench,"Agence de presse de la République islamique (IRNA), la seule agence de presse officielle iranienne depuis 1934
Telegram: https://t.co/68aWitQFOi",2017-06-17 06:21:15,2152,26,36970,39,25313,Téhéran,False,,,,,,,,,"Au moment où le gouvernement Michel Barnier détaillait à #Marseille son plan de lutte contre le narcotrafic, un majordome de Matignon a été interpellé alors qu’il avait sur lui plus de 50 g de cocaïne, selon Le Parisien.

#France #GouvernementBarnier https://t.co/DiCS1DAOD2"
1855166705242173553,https://x.com/platinium230/status/1855166705242173553,2024-11-09 08:33:04,fr,0,16,11,0,257,1518969512288305153,platinium230,la voix du peuple♿🌈,https://x.com/platinium230,"Homo de droite 
A la recherche de la vérité de vous montrer ce que les médias veulent vous cacher lanceur d'alerte
suivi par @dupontaignan
Déteste les gauchiste",2022-04-26 15:05:47,12643,13107,74600,4455,12850,France,False,,,,,,,,,"🇫🇷🧂 FLASH | Un majordome de Michel Barnier a été interpellé avec 51g de cocaïne sur lui hier soir. Mauvais timing, le gouvernement a présenté son plan de lutte contre le narcotrafic https://t.co/jWogERyUZ9"
1855153608259404026,https://x.com/nraednioa/status/1855153608259404026,2024-11-09 07:41:01,fr,0,6,5,0,104,1520012083609415681,nraednioa,Nadia 🇨🇵,https://x.com/nraednioa,il ne faut  pas sécuriser l' enfer mais se débarrasser des démons.,2022-04-29 12:08:56,2047,1500,267907,246658,22671,France,False,,,,,,,,,"@leJDD 🇫🇷INFO - Au moment où le gouvernement minoritaire de Michel Barnier détaillait à Marseille son plan de lutte contre le narcotrafic, un majordome de #Matignon était en GAV à Paris pour avoir acheté plus de 50 grammes de #cocaïne, révèle Le Parisien…"
1855146254977671232,https://x.com/truchotphilipp1/status/1855146254977671232,2024-11-09 07:11:48,fr,0,2,4,0,155,1327487368023175169,truchotphilipp1,truchot philippe,https://x.com/truchotphilipp1,,2020-11-14 05:44:06,1914,844,17862,856,8830,,False,,,,,,,,,"🇫🇷🧂 FLASH | Un majordome de Michel Barnier a été interpellé avec 51g de cocaïne sur lui hier soir. Mauvais timing, le gouvernement a présenté son plan de lutte contre le narcotrafic ce midi. https://t.co/33q0uCdCqQ"
1855106926360584267,https://x.com/jeanne_prie/status/1855106926360584267,2024-11-09 04:35:32,fr,3,19,39,4,523,918441206341922816,jeanne_prie,Parousie,https://x.com/jeanne_prie,"""Battez-vous et Dieu donnera la victoire"" - Sainte Jeanne D'Arc  ✝️",2017-10-12 11:40:22,10134,8784,24987,31056,6402,,False,,,,,,,,,"Un majordome de Michel Barnier a été interpellé avec 51g de cocaïne sur lui hier soir. Mauvais timing, le gouvernement a présenté son plan de lutte contre le narcotrafic . https://t.co/Em6sjFFSEs"
1855048044447662283,https://x.com/AlexandreLohma1/status/1855048044447662283,2024-11-09 00:41:33,fr,3,0,2,0,440,1568799618619609088,AlexandreLohma1,Alexandre Lohmann,https://x.com/AlexandreLohma1,Forecaster - Asset Management - São Paulo BR,2022-09-11 03:12:41,2856,729,9813,8630,1311,São Paulo,False,,1.85504580198824e+18,https://x.com/AlexandreLohma1/status/1855045801988239832,2024-11-09 00:32:38,"🏛 avis d'economiste : 
✅️ La defense de Bruno Le Maire se tient (meme si un peu tiré par les cheveux sur la fin);
⛔️ Celle de Gabriel Attal est baclée, debunkable en 5 minutes douche comprise. 
On sent que l'un s'est preparé plus que l'autre à cette audition",2.0,0.0,fr,"🏛 Contrairement à Bruno Le Maire qui a été une machine de guerre dans sa defense, Attal  a eté confus.
Sur Michel Barnier, il explique que le gouvernement actuel a repris la ""quasi totalité"" de ses mesures puis change de version en reprenant la these de Bruno le Maire (l'inverse)"
1855045801988239832,https://x.com/AlexandreLohma1/status/1855045801988239832,2024-11-09 00:32:38,fr,0,0,2,1,920,1568799618619609088,AlexandreLohma1,Alexandre Lohmann,https://x.com/AlexandreLohma1,Forecaster - Asset Management - São Paulo BR,2022-09-11 03:12:41,2856,729,9813,8630,1311,São Paulo,False,,,,,,,,,"🏛 avis d'economiste : 
✅️ La defense de Bruno Le Maire se tient (meme si un peu tiré par les cheveux sur la fin);
⛔️ Celle de Gabriel Attal est baclée, debunkable en 5 minutes douche comprise. 
On sent que l'un s'est preparé plus que l'autre à cette audition"
1855043543967858775,https://x.com/BalkesirAuvent/status/1855043543967858775,2024-11-09 00:23:40,fr,0,0,0,0,13,1755541269286129664,BalkesirAuvent,Olivier Alves,https://x.com/BalkesirAuvent,Je suis un écrivain héritier des géants romantiques français.,2024-02-08 10:38:00,12,2,185,103,1,Paris,False,,,,,,,,,"Conclusion : il faut soutenir notre gouvernement et Michel Barnier pour que la continuité de l'état soit ""productivement"" (!) factuelle parce qu'en face leur intérêt c'est l'anarchie terroriste et son emballement médiatique. C'est même leur fonds de commerce. 
🤡"
1855011636245078398,https://x.com/LAMUSIQUESTAR/status/1855011636245078398,2024-11-08 22:16:53,fr,0,0,0,0,38,1528672915167797249,LAMUSIQUESTAR,"LMS Radio, La Musique Star",https://x.com/LAMUSIQUESTAR,"LMS Radio s'écoute en DAB+ dans  70 villes du Sud-Est de la France et  à  Biarritz ,Bayonne, Saint-Jean-De-Luz sur le 98.7 FM et en DAB+.

https://t.co/ANxR00kEn5",2022-05-23 09:43:38,659,1844,8309,4350,3668,France,False,,,,,,,,,"🔴🇫🇷 Au moment où le gouvernement  de Michel Barnier détaillait à Marseille son plan de lutte contre le narcotrafic, un majordome de Matignon était en GAV à Paris pour avoir acheté plus de 50 grammes de cocaïne.

LMS RADIO 
LMS INFO https://t.co/yvbzSmS9a2"
1855008018120704002,https://x.com/FestimagesNatur/status/1855008018120704002,2024-11-08 22:02:30,fr,0,0,1,0,31,769414741,FestimagesNatur,CHAUVIN Yves,https://x.com/FestimagesNatur,"Concepteur, organisateur Festimages Nature : 1er #concours photos nature numérique en France parmi les 7+ en Europe https://t.co/g6ArIUAL8i",2012-08-20 12:13:21,1486,1466,45168,35531,8499,Saint-Berthevin (53) France,False,,,,,,,,,"Un membre de l’intendance du Premier ministre Michel Barnier a été placé en garde à vue à Paris pour une affaire de stupéfiants pendant que les ministres de l’Intérieur et de la Justice  détaillent à Marseille le nouveau plan de lutte du gouvernement.
https://t.co/qmpZFQhXpj"
1855006692053860394,https://x.com/lafranceli59513/status/1855006692053860394,2024-11-08 21:57:14,fr,0,0,0,0,2,1704042330804695040,lafranceli59513,lafrancelibre,https://x.com/lafranceli59513,,2023-09-19 07:59:22,103,27,13477,8,3,"Paris, France",False,,,,,,,,,Michel Barnier dévoile les orientations de son nouveau gouvernement https://t.co/HfXm7B85Xa
1854979617355944188,https://x.com/PerePeinard1312/status/1854979617355944188,2024-11-08 20:09:39,fr,0,0,0,0,43,1727603614535868416,PerePeinard1312,Le Père Peinard,https://x.com/PerePeinard1312,"🔥 Rejoins la bande du Père Peinard, le média anar qui fait trembler l'actu ! Des pavés d'info, des opinions tranchantes, le tout soupoudré d'un humour grinçant",2023-11-23 08:23:02,218,196,1754,115,495,,False,,,,,,,,,"Au moment où le gouvernement minoritaire de Michel Barnier détaillait à Marseille son plan de lutte contre le narcotrafic, un majordome de Matignon était en GAV à Paris pour avoir acheté plus de 50 grammes de blanche, révèle Le Parisien…

https://t.co/h6oQboWVHK"
1854965335155159120,https://x.com/CedAbdilla/status/1854965335155159120,2024-11-08 19:12:54,fr,0,0,0,0,28,742791713933135873,CedAbdilla,Cédric Abdilla,https://x.com/CedAbdilla,Spectateur du déclin !,2016-06-14 18:51:59,969,919,10866,3124,2065,"Bretagne, France",False,,,,,,,,,"Alors que le gouvernement a présenté aujourd'hui à Marseille son plan de lutte contre le narcotrafic, un majordome de Michel Barnier a été interpellé hier soir avec 51g de cocaïne sur lui. ça fait moyen...

https://t.co/hDqF0vVtgZ https://t.co/uddMg6wqmc"
1854954857414693049,https://x.com/nraednioa/status/1854954857414693049,2024-11-08 18:31:16,fr,0,0,0,0,40,1520012083609415681,nraednioa,Nadia 🇨🇵,https://x.com/nraednioa,il ne faut  pas sécuriser l' enfer mais se débarrasser des démons.,2022-04-29 12:08:56,2047,1500,267907,246658,22671,France,False,,,,,,,,,"@BrunoRetailleau 🇫🇷INFO - Au moment où le gouvernement minoritaire de Michel Barnier détaillait à Marseille son plan de lutte contre le narcotrafic, un majordome de #Matignon était en GAV à Paris pour avoir acheté plus de 50 grammes de #cocaïne, révèle Le Parisien…"
1854953973096366266,https://x.com/nraednioa/status/1854953973096366266,2024-11-08 18:27:45,fr,0,1,2,0,69,1520012083609415681,nraednioa,Nadia 🇨🇵,https://x.com/nraednioa,il ne faut  pas sécuriser l' enfer mais se débarrasser des démons.,2022-04-29 12:08:56,2047,1500,267907,246658,22671,France,False,,,,,,,,,"@mvalet_officiel 🇫🇷INFO - Au moment où le gouvernement minoritaire de Michel Barnier détaillait à Marseille son plan de lutte contre le narcotrafic, un majordome de #Matignon était en GAV à Paris pour avoir acheté plus de 50 grammes de #cocaïne, révèle Le Parisien…"
1854953109178794092,https://x.com/nraednioa/status/1854953109178794092,2024-11-08 18:24:19,fr,0,0,1,0,73,1520012083609415681,nraednioa,Nadia 🇨🇵,https://x.com/nraednioa,il ne faut  pas sécuriser l' enfer mais se débarrasser des démons.,2022-04-29 12:08:56,2047,1500,267907,246658,22671,France,False,,,,,,,,,"@C_Dudieuzere @R_Marseillais @franckallisio @Th_Charpentier @gisele_lelouis @RNational13 @olivierrioult 🇫🇷INFO - Au moment où le gouvernement minoritaire de Michel Barnier détaillait à Marseille son plan de lutte contre le narcotrafic, un majordome de #Matignon était en GAV à Paris pour avoir acheté plus de 50 grammes de #cocaïne, révèle Le Parisien…"
1854945654155485371,https://x.com/Brevesdepresse/status/1854945654155485371,2024-11-08 17:54:41,fr,466,5790,11972,310,353798,472852289,Brevesdepresse,Brèves de presse,https://x.com/Brevesdepresse,@Brevesdepresse relaie des informations sourcées. Compte de secours : @AnthoBdp,2012-01-24 11:11:50,319581,331,27219,0,6189,France,False,,,,,,,,,"🔴🇫🇷INFO - Au moment où le gouvernement minoritaire de Michel Barnier détaillait à Marseille son plan de lutte contre le narcotrafic, un majordome de #Matignon était en GAV à Paris pour avoir acheté plus de 50 grammes de #cocaïne, révèle Le Parisien… https://t.co/aFnGd14iRA"
1854941193148227922,https://x.com/Renardpaty/status/1854941193148227922,2024-11-08 17:36:58,fr,48,245,351,11,4966,1586386547712172032,Renardpaty,Renard Jean-Michel,https://x.com/Renardpaty,,2022-10-29 15:57:10,12306,3962,72352,9597,36702,,False,,,,,,,,,"Un majordome (un majordome ?) de Michel Barnier a été interpellé avec 51g de cocaïne sur lui hier soir. Mauvais timing, le gouvernement a présenté son plan de lutte contre le narcotrafic ce midi. https://t.co/Hv8vPZms6s"
1854929815138168916,https://x.com/haribo162/status/1854929815138168916,2024-11-08 16:51:45,fr,2,1,3,1,731,440160014,haribo162,"Mon club de ❤️ PSG,Egalement Réseaux d'information",https://x.com/haribo162,@psg_inside⚽👑💥💫🏆🎖️❤️💙#team#copultra#psg  les maillots sont ici👉@jonaCaps90,2011-12-18 17:02:16,7943,5094,31119,16584,1720,paris,False,,,,,,,,,"🇫🇷🧂 FLASH | Un majordome de Michel Barnier a été interpellé avec 51g de cocaïne sur lui hier soir. Mauvais timing, le gouvernement a présenté son plan de lutte contre le narcotrafic ce midi.

@TokenParty999 

Comme des mouches 😂😂😂😂😂😂😂😂"
1854928165111493012,https://x.com/AubeFrancois/status/1854928165111493012,2024-11-08 16:45:12,fr,0,1,1,0,115,4624072859,AubeFrancois,georgesMartel,https://x.com/AubeFrancois,,2015-12-27 18:20:05,988,803,18806,11975,5531,"Royan, France",False,,,,,,,,,"❌❌❌❌❌ 🇫🇷🧂 FLASH | Un majordome de Michel Barnier a été interpellé avec 51g de cocaïne sur lui hier soir. Mauvais timing, le gouvernement a présenté son plan de lutte contre le narcotrafic ce midi. https://t.co/bErJaKT9fM"
1854926194992402731,https://x.com/ismabbjjjj/status/1854926194992402731,2024-11-08 16:37:22,fr,0,0,0,0,170,1166641540594307072,ismabbjjjj,Ismaïl,https://x.com/ismabbjjjj,🎞🇲🇦 ⵣ,2019-08-28 09:20:05,436,335,18642,8640,1038,94,False,,,,,,,,,"🇫🇷🧂 FLASH | Un El mordjane de Michel Barnier a été interpellé avec 51g de cocaïne sur lui hier soir. Mauvais timing, le gouvernement a présenté son plan de lutte contre le narcotrafic ce midi."
1854923805820403926,https://x.com/SpectateursFr/status/1854923805820403926,2024-11-08 16:27:52,fr,2,3,10,3,1063,1782035734393761793,SpectateursFr,Les Spectateurs,https://x.com/SpectateursFr,"""Le monde ne dort jamais, et l'info non plus. Soyez au cœur des nouvelles avec les actus du jour. 🌍#Actualités #RestezInformés""",2024-04-21 13:16:55,360,0,116,38,109,France,False,,,,,,,,,"🔴⚡️Alerte info 🔴⚡️| 🇫🇷 Le majordome du premier ministre Michel Barnier a été interpellé avec 51g de cocaïne sur lui .

Cette arrestation intervient alors même que le gouvernement a présenté ce midi son plan de lutte contre le trafic de drogue. Cette situation embarrassante soulève des questions sur la cohérence entre les actions annoncées et les comportements au sein même de l'entourage du premier ministre.

👉 🔴 Pour suivre l’actualité en continu, abonnez-vous 🔔 🔴

#Gaza #FreePalestine #Amsterdam #Supporters #Israel #Israéliens #MacabiTelAviv #Maroc"
1854922356143112387,https://x.com/DirectFr_/status/1854922356143112387,2024-11-08 16:22:07,fr,1,2,7,2,1090,1718034808347992064,DirectFr_,DirectFR_,https://x.com/DirectFr_,📲 L’actualité française et mondiale en temps réel | Suivez-nous et activez la cloche pour être notifié en direct 🔔🇫🇷 #FLASH #ALERTE #URGENT,2023-10-27 22:40:07,993,153,887,334,603,France,False,,,,,,,,,"🚨🇫🇷 FLASH - Un majordome du Premier ministre Michel Barnier a été interpellé avec 51g de cocaïne sur lui hier soir. 

👉 Aujourd’hui, le gouvernement a présenté son plan de lutte contre le narcotrafic. https://t.co/vguNuLFq2W"
1854922036268654900,https://x.com/vaxpourmacron/status/1854922036268654900,2024-11-08 16:20:50,fr,0,1,6,0,74,1427302782583848965,vaxpourmacron,Gilles (9x💉) #macron2027,https://x.com/vaxpourmacron,"Vacciné COVID régulier car je crois à la science 
Pour un 3e mandat du président #Macron2027
Ancien notaire, président du conseil syndical de ma résidence",2021-08-16 16:14:45,12313,198,29075,67668,1985,"Paris, France",False,,,,,,,,,"@le_Parisien Comme le déficit, la consommation de drogue au gouvernement est de la faute exclusive de Michel Barnier 😡"
1854867129515872655,https://x.com/LeHuffPost/status/1854867129515872655,2024-11-08 12:42:40,fr,1,0,1,0,4294,364513528,LeHuffPost,Le HuffPost,https://x.com/LeHuffPost,"Suivez sur notre compte Twitter tous nos derniers articles et vidéos, avec un regard détonnant sur toute l'actu et ce qui vous fait réagir.",2011-08-29 22:08:05,1241102,2078,270308,1156,8240,France,False,,,,,,,,,"Contre le narcotrafic, ce que prévoit de faire le gouvernement de Michel Barnier   https://t.co/IRBRYB6CAl"
1854842769824452752,https://x.com/mariechoupette2/status/1854842769824452752,2024-11-08 11:05:52,fr,0,4,5,1,185,1313837952347365376,mariechoupette2,mariechoupette,https://x.com/mariechoupette2,"Je suis une Mamie rebelle . 
Je suis vieille, mais lucide.
Je sais, que ce que j'écris ne plaît pas à tout le monde. Mais je n'oblige personne à me suivre",2020-10-07 13:46:23,15546,12059,60357,50745,3225,,False,,,,,,,,,"Le gouvernement, ne veulent pas aller chercher , ou sont passées les subventions données à Michelin et Auchan
POURQUOI 
Suppressions d’emplois : Michel Barnier veut « savoir » ce qu’Auchan et Michelin ont fait « de l’argent public » https://t.co/JVBMxe84aj via @LeTelegramme"
1854712204391559350,https://x.com/MagazineCapital/status/1854712204391559350,2024-11-08 02:27:03,fr,0,0,1,0,424,213949952,MagazineCapital,Capital,https://x.com/MagazineCapital,"Capital, l'économie Captivante : enquêtes, interviews, immobilier, conso, lifestyle...",2010-11-10 05:15:27,87277,1306,94292,296,47044,"Gennevilliers, France",False,Business,,,,,,,,"Bruno Le Maire tacle le gouvernement de Michel Barnier
➡️ https://t.co/4BQ0bjwSRR https://t.co/4BQ0bjwSRR"
